x,y,z,old_gid,gid,dim1,dim2,dim3,dim01
1899.33,21295.512,38.39,1114,1800,2,2,0.858,2.322
1899.321,21295.512,38.476,1114,1800,2,2,0.858,2.322
1899.292,21295.555,38.418,1114,1800,2,2,0.858,2.322
1899.306,21295.598,38.417,1114,1800,2,2,0.858,2.322
1899.296,21295.555,38.423,1114,1800,2,2,0.858,2.322
1899.3,21295.598,38.412,1114,1800,2,2,0.858,2.322
1899.295,21295.555,38.468,1114,1800,2,2,0.858,2.322
1899.29,21295.553,38.411,1114,1800,2,2,0.858,2.322
1899.321,21295.512,38.38,1114,1800,2,2,0.858,2.322
1899.298,21295.598,38.475,1114,1800,2,2,0.858,2.322
1899.285,21295.598,38.391,1114,1800,2,2,0.858,2.322
1899.298,21295.51,38.463,1114,1800,2,2,0.858,2.322
1899.294,21295.598,38.453,1114,1800,2,2,0.858,2.322
1899.317,21295.512,38.471,1114,1800,2,2,0.858,2.322
1899.307,21295.512,38.472,1114,1800,2,2,0.858,2.322
1899.301,21295.555,38.47,1114,1800,2,2,0.858,2.322
1899.339,21295.514,38.399,1114,1800,2,2,0.858,2.322
1899.296,21295.598,38.46,1114,1800,2,2,0.858,2.322
1899.295,21295.598,38.408,1114,1800,2,2,0.858,2.322
1899.302,21295.598,38.489,1114,1800,2,2,0.858,2.322
1899.302,21295.512,38.467,1114,1800,2,2,0.858,2.322
1899.334,21295.512,38.395,1114,1800,2,2,0.858,2.322
1899.287,21295.598,38.399,1114,1800,2,2,0.858,2.322
1899.305,21295.555,38.475,1114,1800,2,2,0.858,2.322
1899.237,21296.455,38.49,1114,1820,2,2,1.807,2
1899.241,21296.455,38.478,1114,1820,2,2,1.807,2
1899.246,21296.414,38.479,1114,1820,2,2,1.807,2
1899.236,21296.498,38.476,1114,1820,2,2,1.807,2
1899.244,21296.455,38.44,1114,1820,2,2,1.807,2
1899.229,21296.498,38.499,1114,1820,2,2,1.807,2
1899.24,21296.414,38.493,1114,1820,2,2,1.807,2
1899.239,21296.498,38.439,1114,1820,2,2,1.807,2
1899.248,21296.414,38.443,1114,1820,2,2,1.807,2
1899.232,21296.498,38.488,1114,1820,2,2,1.807,2
1899.234,21296.498,38.452,1114,1820,2,2,1.807,2
1899.238,21296.455,38.455,1114,1820,2,2,1.807,2
1899.234,21296.455,38.467,1114,1820,2,2,1.807,2
1899.243,21296.414,38.456,1114,1820,2,2,1.807,2
1899.234,21296.498,38.469,1114,1820,2,2,1.807,2
1899.243,21296.414,38.472,1114,1820,2,2,1.807,2
1899.24,21296.414,38.467,1114,1820,2,2,1.807,2
1899.24,21296.455,38.47,1114,1820,2,2,1.807,2
1899.231,21296.498,38.463,1114,1820,2,2,1.807,2
1899.279,21295.553,38.268,1114,1840,2,2,0.858,2.322
1899.317,21295.555,38.368,1114,1840,2,2,0.858,2.322
1899.284,21295.553,38.299,1114,1840,2,2,0.858,2.322
1899.284,21295.51,38.298,1114,1840,2,2,0.858,2.322
1899.286,21295.51,38.305,1114,1840,2,2,0.858,2.322
1899.289,21295.553,38.303,1114,1840,2,2,0.858,2.322
1899.289,21295.553,38.35,1114,1840,2,2,0.858,2.322
1899.311,21295.598,38.321,1114,1840,2,2,0.858,2.322
1899.289,21295.596,38.297,1114,1840,2,2,0.858,2.322
1899.271,21295.596,38.259,1114,1840,2,2,0.858,2.322
1899.292,21295.598,38.303,1114,1840,2,2,0.858,2.322
1899.295,21295.51,38.361,1114,1840,2,2,0.858,2.322
1899.29,21295.51,38.328,1114,1840,2,2,0.858,2.322
1899.292,21295.553,38.31,1114,1840,2,2,0.858,2.322
1899.296,21295.553,38.315,1114,1840,2,2,0.858,2.322
1899.332,21295.6,38.329,1114,1840,2,2,0.858,2.322
1899.288,21295.51,38.321,1114,1840,2,2,0.858,2.322
1899.322,21295.6,38.329,1114,1840,2,2,0.858,2.322
1899.301,21295.555,38.356,1114,1840,2,2,0.858,2.322
1899.301,21295.51,38.364,1114,1840,2,2,0.858,2.322
1899.283,21295.508,38.29,1114,1840,2,2,0.858,2.322
1899.297,21295.51,38.349,1114,1840,2,2,0.858,2.322
1899.297,21295.51,38.331,1114,1840,2,2,0.858,2.322
1899.272,21295.596,38.268,1114,1840,2,2,0.858,2.322
1899.296,21295.598,38.309,1114,1840,2,2,0.858,2.322
1899.296,21295.553,38.352,1114,1840,2,2,0.858,2.322
1899.28,21295.553,38.285,1114,1840,2,2,0.858,2.322
1899.285,21295.596,38.282,1114,1840,2,2,0.858,2.322
1899.287,21295.51,38.266,1114,1840,2,2,0.858,2.322
1899.276,21295.553,38.261,1114,1840,2,2,0.858,2.322
1899.277,21295.596,38.281,1114,1840,2,2,0.858,2.322
1899.302,21295.598,38.312,1114,1840,2,2,0.858,2.322
1899.284,21295.508,38.279,1114,1840,2,2,0.858,2.322
1899.27,21295.596,38.25,1114,1840,2,2,0.858,2.322
1899.278,21295.553,38.296,1114,1840,2,2,0.858,2.322
1899.305,21295.555,38.361,1114,1840,2,2,0.858,2.322
1899.311,21295.512,38.371,1114,1840,2,2,0.858,2.322
1899.283,21295.596,38.293,1114,1840,2,2,0.858,2.322
1899.307,21295.51,38.367,1114,1840,2,2,0.858,2.322
1899.317,21295.598,38.325,1114,1840,2,2,0.858,2.322
1899.287,21295.553,38.342,1114,1840,2,2,0.858,2.322
1899.287,21295.51,38.313,1114,1840,2,2,0.858,2.322
1899.288,21295.553,38.333,1114,1840,2,2,0.858,2.322
1899.276,21295.553,38.279,1114,1840,2,2,0.858,2.322
1899.297,21295.51,38.34,1114,1840,2,2,0.858,2.322
1899.305,21295.598,38.318,1114,1840,2,2,0.858,2.322
1899.311,21295.555,38.364,1114,1840,2,2,0.858,2.322
1899.274,21295.596,38.275,1114,1840,2,2,0.858,2.322
1899.433,21296.805,38.182,1115,1860,2,1.585,1.737,2.322
1899.402,21296.803,38.183,1115,1860,2,1.585,1.737,2.322
1899.404,21296.762,38.245,1115,1860,2,1.585,1.737,2.322
1899.398,21296.76,38.184,1115,1860,2,1.585,1.737,2.322
1899.45,21296.807,38.194,1115,1860,2,1.585,1.737,2.322
1899.375,21296.842,38.182,1115,1860,2,1.585,1.737,2.322
1899.445,21296.805,38.18,1115,1860,2,1.585,1.737,2.322
1899.407,21296.846,38.18,1115,1860,2,1.585,1.737,2.322
1899.456,21296.848,38.182,1115,1860,2,1.585,1.737,2.322
1899.379,21296.76,38.183,1115,1860,2,1.585,1.737,2.322
1899.45,21296.764,38.182,1115,1860,2,1.585,1.737,2.322
1899.448,21296.848,38.181,1115,1860,2,1.585,1.737,2.322
1899.409,21296.762,38.183,1115,1860,2,1.585,1.737,2.322
1899.455,21296.807,38.181,1115,1860,2,1.585,1.737,2.322
1899.381,21296.801,38.183,1115,1860,2,1.585,1.737,2.322
1899.46,21296.764,38.182,1115,1860,2,1.585,1.737,2.322
1899.43,21296.762,38.182,1115,1860,2,1.585,1.737,2.322
1899.438,21296.764,38.184,1115,1860,2,1.585,1.737,2.322
1899.412,21296.803,38.182,1115,1860,2,1.585,1.737,2.322
1899.416,21296.846,38.181,1115,1860,2,1.585,1.737,2.322
1899.419,21296.762,38.183,1115,1860,2,1.585,1.737,2.322
1899.437,21296.848,38.181,1115,1860,2,1.585,1.737,2.322
1899.389,21296.844,38.179,1115,1860,2,1.585,1.737,2.322
1899.427,21296.846,38.181,1115,1860,2,1.585,1.737,2.322
1899.393,21296.803,38.182,1115,1860,2,1.585,1.737,2.322
1899.423,21296.805,38.181,1115,1860,2,1.585,1.737,2.322
1899.396,21296.844,38.181,1115,1860,2,1.585,1.737,2.322
1899.389,21296.76,38.183,1115,1860,2,1.585,1.737,2.322
1899.139,21297.371,38.497,1115,1880,2,2,1.781,2
1899.151,21297.371,38.46,1115,1880,2,2,1.781,2
1899.149,21297.289,38.492,1115,1880,2,2,1.781,2
1899.143,21297.33,38.491,1115,1880,2,2,1.781,2
1899.141,21297.371,38.486,1115,1880,2,2,1.781,2
1899.166,21297.371,38.403,1115,1880,2,2,1.781,2
1899.157,21297.289,38.46,1115,1880,2,2,1.781,2
1899.158,21297.33,38.417,1115,1880,2,2,1.781,2
1899.147,21297.371,38.429,1115,1880,2,2,1.781,2
1899.148,21297.33,38.478,1115,1880,2,2,1.781,2
1899.149,21297.33,38.435,1115,1880,2,2,1.781,2
1899.154,21297.289,38.479,1115,1880,2,2,1.781,2
1899.154,21297.289,38.437,1115,1880,2,2,1.781,2
1899.146,21297.371,38.473,1115,1880,2,2,1.781,2
1899.151,21297.33,38.459,1115,1880,2,2,1.781,2
1899.148,21297.33,38.444,1115,1880,2,2,1.781,2
1899.143,21297.371,38.442,1115,1880,2,2,1.781,2
1899.154,21297.289,38.445,1115,1880,2,2,1.781,2
1899.154,21297.289,38.471,1115,1880,2,2,1.781,2
1899.157,21297.289,38.425,1115,1880,2,2,1.781,2
1899.154,21297.289,38.454,1115,1880,2,2,1.781,2
1899.149,21297.371,38.454,1115,1880,2,2,1.781,2
1899.154,21297.33,38.464,1115,1880,2,2,1.781,2
1899.143,21297.371,38.451,1115,1880,2,2,1.781,2
1899.146,21297.33,38.455,1115,1880,2,2,1.781,2
1898.624,21296.625,38.203,1115,1900,2,2,2,2
1898.562,21296.662,38.202,1115,1900,2,2,2,2
1898.527,21296.66,38.204,1115,1900,2,2,2,2
1898.529,21296.703,38.202,1115,1900,2,2,2,2
1898.58,21296.748,38.201,1115,1900,2,2,2,2
1898.584,21296.707,38.203,1115,1900,2,2,2,2
1898.51,21296.744,38.203,1115,1900,2,2,2,2
1898.578,21296.707,38.202,1115,1900,2,2,2,2
1898.513,21296.66,38.205,1115,1900,2,2,2,2
1898.535,21296.703,38.203,1115,1900,2,2,2,2
1898.599,21296.707,38.202,1115,1900,2,2,2,2
1898.515,21296.701,38.203,1115,1900,2,2,2,2
1898.577,21296.664,38.201,1115,1900,2,2,2,2
1898.532,21296.744,38.2,1115,1900,2,2,2,2
1898.573,21296.748,38.201,1115,1900,2,2,2,2
1898.535,21296.662,38.203,1115,1900,2,2,2,2
1898.596,21296.666,38.203,1115,1900,2,2,2,2
1898.542,21296.662,38.201,1115,1900,2,2,2,2
1898.561,21296.746,38.199,1115,1900,2,2,2,2
1898.566,21296.748,38.201,1115,1900,2,2,2,2
1898.57,21296.705,38.203,1115,1900,2,2,2,2
1898.552,21296.705,38.199,1115,1900,2,2,2,2
1898.608,21296.709,38.199,1115,1900,2,2,2,2
1898.57,21296.664,38.202,1115,1900,2,2,2,2
1898.502,21296.701,38.203,1115,1900,2,2,2,2
1898.543,21296.703,38.203,1115,1900,2,2,2,2
1898.507,21296.66,38.204,1115,1900,2,2,2,2
1898.546,21296.746,38.2,1115,1900,2,2,2,2
1898.604,21296.666,38.203,1115,1900,2,2,2,2
1898.504,21296.744,38.201,1115,1900,2,2,2,2
1898.519,21296.66,38.206,1115,1900,2,2,2,2
1898.59,21296.664,38.203,1115,1900,2,2,2,2
1898.522,21296.703,38.203,1115,1900,2,2,2,2
1898.611,21296.625,38.201,1115,1900,2,2,2,2
1898.517,21296.744,38.202,1115,1900,2,2,2,2
1898.591,21296.707,38.203,1115,1900,2,2,2,2
1898.613,21296.666,38.2,1115,1900,2,2,2,2
1898.617,21296.625,38.203,1115,1900,2,2,2,2
1898.524,21296.744,38.203,1115,1900,2,2,2,2
1898.621,21296.709,38.201,1115,1900,2,2,2,2
1898.539,21296.746,38.201,1115,1900,2,2,2,2
1898.563,21296.705,38.203,1115,1900,2,2,2,2
1898.551,21296.746,38.202,1115,1900,2,2,2,2
1898.507,21296.701,38.205,1115,1900,2,2,2,2
1898.587,21296.748,38.201,1115,1900,2,2,2,2
1898.613,21296.709,38.202,1115,1900,2,2,2,2
1898.582,21296.664,38.203,1115,1900,2,2,2,2
1898.548,21296.662,38.203,1115,1900,2,2,2,2
1898.618,21296.666,38.203,1115,1900,2,2,2,2
1898.555,21296.662,38.202,1115,1900,2,2,2,2
1898.557,21296.705,38.202,1115,1900,2,2,2,2
1899.176,21296.787,38.19,1115,1920,2,2,1.807,2
1899.151,21296.828,38.19,1115,1920,2,2,1.807,2
1899.199,21296.873,38.189,1115,1920,2,2,1.807,2
1899.146,21296.785,38.193,1115,1920,2,2,1.807,2
1899.205,21296.832,38.19,1115,1920,2,2,1.807,2
1899.224,21296.832,38.19,1115,1920,2,2,1.807,2
1899.195,21296.789,38.189,1115,1920,2,2,1.807,2
1899.222,21296.791,38.189,1115,1920,2,2,1.807,2
1899.134,21296.826,38.189,1115,1920,2,2,1.807,2
1899.135,21296.869,38.189,1115,1920,2,2,1.807,2
1899.131,21296.785,38.189,1115,1920,2,2,1.807,2
1899.162,21296.871,38.19,1115,1920,2,2,1.807,2
1899.157,21296.787,38.19,1115,1920,2,2,1.807,2
1899.197,21296.83,38.189,1115,1920,2,2,1.807,2
1899.161,21296.828,38.189,1115,1920,2,2,1.807,2
1899.168,21296.828,38.191,1115,1920,2,2,1.807,2
1899.19,21296.873,38.189,1115,1920,2,2,1.807,2
1899.126,21296.826,38.188,1115,1920,2,2,1.807,2
1899.187,21296.83,38.19,1115,1920,2,2,1.807,2
1899.228,21296.75,38.19,1115,1920,2,2,1.807,2
1899.166,21296.787,38.19,1115,1920,2,2,1.807,2
1899.129,21296.869,38.188,1115,1920,2,2,1.807,2
1899.185,21296.789,38.19,1115,1920,2,2,1.807,2
1899.248,21296.75,38.189,1115,1920,2,2,1.807,2
1899.172,21296.871,38.189,1115,1920,2,2,1.807,2
1899.203,21296.789,38.19,1115,1920,2,2,1.807,2
1899.232,21296.791,38.188,1115,1920,2,2,1.807,2
1899.239,21296.75,38.188,1115,1920,2,2,1.807,2
1899.209,21296.873,38.188,1115,1920,2,2,1.807,2
1899.241,21296.791,38.189,1115,1920,2,2,1.807,2
1899.144,21296.869,38.19,1115,1920,2,2,1.807,2
1899.178,21296.83,38.19,1115,1920,2,2,1.807,2
1899.182,21296.871,38.188,1115,1920,2,2,1.807,2
1899.142,21296.828,38.19,1115,1920,2,2,1.807,2
1899.155,21296.869,38.188,1115,1920,2,2,1.807,2
1899.234,21296.834,38.189,1115,1920,2,2,1.807,2
1899.139,21296.785,38.19,1115,1920,2,2,1.807,2
1899.213,21296.791,38.189,1115,1920,2,2,1.807,2
1899.216,21296.832,38.189,1115,1920,2,2,1.807,2
1899.245,21296.834,38.188,1115,1920,2,2,1.807,2
1889.881,21299.834,38.366,432,1940,3,1.248,1.706,1.585
1889.955,21299.838,38.372,432,1940,3,1.248,1.706,1.585
1889.94,21299.799,38.36,432,1940,3,1.248,1.706,1.585
1889.876,21299.795,38.359,432,1940,3,1.248,1.706,1.585
1890.017,21299.842,38.374,432,1960,3,1.322,1.561,
1891.667,21293.213,38.961,2922,1980,1.585,1.585,1.415,1
1891.667,21293.213,38.923,2922,1980,1.585,1.585,1.415,1
1891.665,21293.213,38.935,2922,1980,1.585,1.585,1.415,1
1891.664,21293.213,38.999,2922,1980,1.585,1.585,1.415,1
1891.664,21293.213,38.896,2922,1980,1.585,1.585,1.415,1
1891.667,21293.213,38.909,2922,1980,1.585,1.585,1.415,1
1891.666,21293.213,38.974,2922,1980,1.585,1.585,1.415,1
1891.667,21293.213,38.948,2922,1980,1.585,1.585,1.415,1
1891.665,21293.213,38.986,2922,1980,1.585,1.585,1.415,1
1891.666,21293.213,38.883,2922,1980,1.585,1.585,1.415,1
1892.224,21293.611,39.374,2923,2000,2.322,1.138,1.184,2
1892.237,21293.52,39.288,2923,2000,2.322,1.138,1.184,2
1892.217,21293.52,39.329,2923,2000,2.322,1.138,1.184,2
1892.213,21293.609,39.281,2923,2000,2.322,1.138,1.184,2
1892.224,21293.564,39.335,2923,2000,2.322,1.138,1.184,2
1892.239,21293.52,39.278,2923,2000,2.322,1.138,1.184,2
1892.22,21293.564,39.278,2923,2000,2.322,1.138,1.184,2
1892.223,21293.611,39.339,2923,2000,2.322,1.138,1.184,2
1892.224,21293.52,39.353,2923,2000,2.322,1.138,1.184,2
1892.229,21293.564,39.257,2923,2000,2.322,1.138,1.184,2
1892.244,21293.521,39.267,2923,2000,2.322,1.138,1.184,2
1892.224,21293.564,39.267,2923,2000,2.322,1.138,1.184,2
1892.213,21293.609,39.269,2923,2000,2.322,1.138,1.184,2
1892.22,21293.609,39.328,2923,2000,2.322,1.138,1.184,2
1892.223,21293.611,39.351,2923,2000,2.322,1.138,1.184,2
1892.215,21293.564,39.288,2923,2000,2.322,1.138,1.184,2
1892.225,21293.564,39.324,2923,2000,2.322,1.138,1.184,2
1892.226,21293.564,39.347,2923,2000,2.322,1.138,1.184,2
1892.224,21293.52,39.342,2923,2000,2.322,1.138,1.184,2
1892.219,21293.52,39.307,2923,2000,2.322,1.138,1.184,2
1892.214,21293.609,39.304,2923,2000,2.322,1.138,1.184,2
1892.218,21293.52,39.318,2923,2000,2.322,1.138,1.184,2
1892.244,21293.521,39.256,2923,2000,2.322,1.138,1.184,2
1892.229,21293.566,39.359,2923,2000,2.322,1.138,1.184,2
1892.213,21293.609,39.315,2923,2000,2.322,1.138,1.184,2
1892.225,21293.611,39.363,2923,2000,2.322,1.138,1.184,2
1892.218,21293.52,39.375,2923,2000,2.322,1.138,1.184,2
1892.21,21293.609,39.291,2923,2000,2.322,1.138,1.184,2
1892.225,21293.52,39.297,2923,2000,2.322,1.138,1.184,2
1892.215,21293.564,39.299,2923,2000,2.322,1.138,1.184,2
1892.217,21293.564,39.311,2923,2000,2.322,1.138,1.184,2
1892.228,21293.566,39.37,2923,2000,2.322,1.138,1.184,2
1892.224,21293.52,39.364,2923,2000,2.322,1.138,1.184,2
1892.214,21293.609,39.258,2923,2000,2.322,1.138,1.184,2
1891.775,21293.857,39.295,2923,2020,2.585,1.503,1.082,
1891.771,21293.537,38.558,2923,2040,2.585,1.415,1.044,2
1891.839,21293.586,38.536,2923,2040,2.585,1.415,1.044,2
1891.828,21293.586,38.584,2923,2040,2.585,1.415,1.044,2
1891.77,21293.537,38.584,2923,2040,2.585,1.415,1.044,2
1891.814,21293.584,38.513,2923,2040,2.585,1.415,1.044,2
1891.771,21293.537,38.532,2923,2040,2.585,1.415,1.044,2
1891.77,21293.537,38.623,2923,2040,2.585,1.415,1.044,2
1891.786,21293.537,38.511,2923,2040,2.585,1.415,1.044,2
1891.772,21293.537,38.572,2923,2040,2.585,1.415,1.044,2
1891.771,21293.537,38.598,2923,2040,2.585,1.415,1.044,2
1891.849,21293.586,38.513,2923,2040,2.585,1.415,1.044,2
1891.773,21293.537,38.546,2923,2040,2.585,1.415,1.044,2
1891.774,21293.537,38.52,2923,2040,2.585,1.415,1.044,2
1891.769,21293.537,38.61,2923,2040,2.585,1.415,1.044,2
1891.662,21293.531,38.785,2923,2060,2.585,1.222,1.1,
1891.589,21294.607,38.787,2924,2080,2.585,1.503,1.585,1
1891.582,21294.563,38.791,2924,2080,2.585,1.503,1.585,1
1891.59,21294.563,38.781,2924,2080,2.585,1.503,1.585,1
1891.59,21294.518,38.787,2924,2080,2.585,1.503,1.585,1
1891.504,21295.432,38.671,2924,2100,2.807,1.193,1.209,2
1891.566,21295.391,38.671,2924,2100,2.807,1.193,1.209,2
1891.563,21295.477,38.671,2924,2100,2.807,1.193,1.209,2
1891.525,21295.475,38.672,2924,2100,2.807,1.193,1.209,2
1891.581,21295.436,38.669,2924,2100,2.807,1.193,1.209,2
1891.527,21295.389,38.671,2924,2100,2.807,1.193,1.209,2
1891.618,21295.438,38.668,2924,2100,2.807,1.193,1.209,2
1891.601,21295.393,38.669,2924,2100,2.807,1.193,1.209,2
1891.593,21295.479,38.668,2924,2100,2.807,1.193,1.209,2
1891.545,21295.434,38.671,2924,2100,2.807,1.193,1.209,2
1892.146,21295.164,38.288,536,2120,2.585,1.737,1.632,2
1892.226,21295.168,38.285,536,2120,2.585,1.737,1.632,2
1892.215,21295.125,38.286,536,2120,2.585,1.737,1.632,2
1892.208,21295.211,38.284,536,2120,2.585,1.737,1.632,2
1892.197,21295.166,38.285,536,2120,2.585,1.737,1.632,2
1892.232,21295.213,38.282,536,2120,2.585,1.737,1.632,2
1892.155,21295.207,38.286,536,2120,2.585,1.737,1.632,2
1892.173,21295.166,38.287,536,2120,2.585,1.737,1.632,2
1892.18,21295.209,38.284,536,2120,2.585,1.737,1.632,2
1892.244,21295.125,38.286,536,2120,2.585,1.737,1.632,2
1892.132,21295.207,38.289,536,2120,2.585,1.737,1.632,2
1891.861,21294.93,38.3,536,2140,2.585,1.737,1.655,2
1891.801,21294.926,38.303,536,2140,2.585,1.737,1.655,2
1891.79,21294.881,38.304,536,2140,2.585,1.737,1.655,2
1891.854,21294.885,38.303,536,2140,2.585,1.737,1.655,2
1891.846,21294.973,38.302,536,2140,2.585,1.737,1.655,2
1891.816,21294.971,38.302,536,2140,2.585,1.737,1.655,2
1891.757,21294.967,38.306,536,2140,2.585,1.737,1.655,2
1891.834,21294.928,38.302,536,2140,2.585,1.737,1.655,2
1891.788,21294.969,38.305,536,2140,2.585,1.737,1.655,2
1891.771,21294.924,38.304,536,2140,2.585,1.737,1.655,2
1891.82,21294.883,38.303,536,2140,2.585,1.737,1.655,2
1891.758,21294.881,38.304,536,2140,2.585,1.737,1.655,2
1892.204,21294.861,38.288,536,2160,2.585,1.663,1.861,2
1892.233,21294.773,38.287,536,2160,2.585,1.663,1.861,2
1892.219,21294.818,38.288,536,2160,2.585,1.663,1.861,2
1892.153,21294.77,38.29,536,2160,2.585,1.663,1.861,2
1892.162,21294.814,38.289,536,2160,2.585,1.663,1.861,2
1892.23,21294.863,38.287,536,2160,2.585,1.663,1.861,2
1892.242,21294.818,38.285,536,2160,2.585,1.663,1.861,2
1892.175,21294.859,38.288,536,2160,2.585,1.663,1.861,2
1892.137,21294.813,38.29,536,2160,2.585,1.663,1.861,2
1892.148,21294.857,38.289,536,2160,2.585,1.663,1.861,2
1892.205,21294.773,38.288,536,2160,2.585,1.663,1.861,2
1892.178,21294.771,38.289,536,2160,2.585,1.663,1.861,2
1892.189,21294.816,38.288,536,2160,2.585,1.663,1.861,2
1892.493,21295.141,38.276,536,2180,2,2,1.755,2
1892.469,21295.139,38.277,536,2180,2,2,1.755,2
1892.479,21295.184,38.276,536,2180,2,2,1.755,2
1892.396,21295.135,38.28,536,2180,2,2,1.755,2
1892.406,21295.178,38.279,536,2180,2,2,1.755,2
1892.416,21295.223,38.277,536,2180,2,2,1.755,2
1892.465,21295.225,38.276,536,2180,2,2,1.755,2
1892.42,21295.137,38.279,536,2180,2,2,1.755,2
1892.391,21295.221,38.278,536,2180,2,2,1.755,2
1892.444,21295.137,38.277,536,2180,2,2,1.755,2
1892.487,21295.227,38.274,536,2180,2,2,1.755,2
1892.455,21295.182,38.277,536,2180,2,2,1.755,2
1892.442,21295.225,38.277,536,2180,2,2,1.755,2
1892.382,21295.178,38.28,536,2180,2,2,1.755,2
1892.431,21295.18,38.278,536,2180,2,2,1.755,2
1889.834,21296.061,38.911,2806,2200,2,1.807,1.237,2
1889.798,21296.1,38.96,2806,2200,2,1.807,1.237,2
1889.849,21296.102,38.954,2806,2200,2,1.807,1.237,2
1889.824,21296.102,38.932,2806,2200,2,1.807,1.237,2
1889.849,21296.102,38.954,2806,2200,2,1.807,1.237,2
1889.824,21296.102,38.932,2806,2200,2,1.807,1.237,2
1889.834,21296.061,38.911,2806,2200,2,1.807,1.237,2
1889.756,21296.389,38.843,2806,2220,2,2,1.209,
1889.526,21296.582,38.746,2807,2240,1.585,2,1.624,
1889.823,21293.975,39.125,2804,401,2,2,1.358,
1897.93,21296.154,38.221,1000,61,2,2,2,2
1897.908,21296.154,38.222,1000,61,2,2,2,2
1897.964,21296.199,38.221,1000,61,2,2,2,2
1897.963,21296.158,38.221,1000,61,2,2,2,2
1897.91,21296.197,38.22,1000,61,2,2,2,2
1897.916,21296.197,38.219,1000,61,2,2,2,2
1897.892,21296.152,38.223,1000,61,2,2,2,2
1897.954,21296.242,38.219,1000,61,2,2,2,2
1897.953,21296.156,38.218,1000,61,2,2,2,2
1897.976,21296.201,38.219,1000,61,2,2,2,2
1897.975,21296.158,38.219,1000,61,2,2,2,2
1897.889,21296.238,38.219,1000,61,2,2,2,2
1897.894,21296.195,38.218,1000,61,2,2,2,2
1897.977,21296.244,38.217,1000,61,2,2,2,2
1897.913,21296.154,38.222,1000,61,2,2,2,2
1897.916,21296.24,38.22,1000,61,2,2,2,2
1897.954,21296.199,38.22,1000,61,2,2,2,2
1897.911,21296.238,38.218,1000,61,2,2,2,2
1897.949,21296.242,38.219,1000,61,2,2,2,2
1897.982,21296.244,38.218,1000,61,2,2,2,2
1897.921,21296.24,38.22,1000,61,2,2,2,2
1897.921,21296.197,38.217,1000,61,2,2,2,2
1897.934,21296.197,38.214,1000,61,2,2,2,2
1897.882,21296.152,38.22,1000,61,2,2,2,2
1897.882,21296.195,38.221,1000,61,2,2,2,2
1897.943,21296.199,38.22,1000,61,2,2,2,2
1897.884,21296.238,38.217,1000,61,2,2,2,2
1897.925,21296.154,38.22,1000,61,2,2,2,2
1897.98,21296.158,38.219,1000,61,2,2,2,2
1897.948,21296.156,38.217,1000,61,2,2,2,2
1897.981,21296.201,38.219,1000,61,2,2,2,2
1897.92,21296.154,38.219,1000,61,2,2,2,2
1897.958,21296.156,38.219,1000,61,2,2,2,2
1897.905,21296.238,38.219,1000,61,2,2,2,2
1897.987,21296.201,38.22,1000,61,2,2,2,2
1897.932,21296.24,38.219,1000,61,2,2,2,2
1897.969,21296.201,38.222,1000,61,2,2,2,2
1897.987,21296.158,38.216,1000,61,2,2,2,2
1897.926,21296.24,38.221,1000,61,2,2,2,2
1897.96,21296.199,38.217,1000,61,2,2,2,2
1897.898,21296.152,38.221,1000,61,2,2,2,2
1897.889,21296.195,38.217,1000,61,2,2,2,2
1897.899,21296.195,38.219,1000,61,2,2,2,2
1897.998,21296.16,38.218,1000,61,2,2,2,2
1897.942,21296.156,38.218,1000,61,2,2,2,2
1897.994,21296.201,38.216,1000,61,2,2,2,2
1897.887,21296.152,38.222,1000,61,2,2,2,2
1897.999,21296.203,38.216,1000,61,2,2,2,2
1897.988,21296.244,38.219,1000,61,2,2,2,2
1897.948,21296.199,38.219,1000,61,2,2,2,2
1897.936,21296.156,38.219,1000,61,2,2,2,2
1897.895,21296.238,38.218,1000,61,2,2,2,2
1897.991,21296.16,38.221,1000,61,2,2,2,2
1897.96,21296.242,38.218,1000,61,2,2,2,2
1897.876,21296.152,38.222,1000,61,2,2,2,2
1897.971,21296.242,38.219,1000,61,2,2,2,2
1897.899,21296.238,38.22,1000,61,2,2,2,2
1897.966,21296.242,38.217,1000,61,2,2,2,2
1897.993,21296.244,38.22,1000,61,2,2,2,2
1897.903,21296.154,38.221,1000,61,2,2,2,2
1897.877,21296.236,38.222,1000,61,2,2,2,2
1897.938,21296.24,38.22,1000,61,2,2,2,2
1897.926,21296.197,38.219,1000,61,2,2,2,2
1897.904,21296.195,38.221,1000,61,2,2,2,2
1897.969,21296.158,38.22,1000,61,2,2,2,2
1897.944,21296.242,38.218,1000,61,2,2,2,2
1897.937,21296.199,38.219,1000,61,2,2,2,2
1897.879,21296.195,38.215,1000,61,2,2,2,2
1896.926,21300.787,38.173,900,81,2,2,2,2
1896.907,21300.785,38.175,900,81,2,2,2,2
1896.903,21300.824,38.173,900,81,2,2,2,2
1896.96,21300.828,38.172,900,81,2,2,2,2
1896.956,21300.869,38.173,900,81,2,2,2,2
1896.979,21300.789,38.172,900,81,2,2,2,2
1896.978,21300.75,38.172,900,81,2,2,2,2
1896.98,21300.869,38.173,900,81,2,2,2,2
1896.912,21300.785,38.175,900,81,2,2,2,2
1896.955,21300.787,38.173,900,81,2,2,2,2
1896.918,21300.865,38.174,900,81,2,2,2,2
1896.893,21300.783,38.166,900,81,2,2,2,2
